"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UVXRHS87","preprint","2018","Abraham, Nabila; Khan, Naimul Mefraz","A Novel Focal Tversky loss function with improved Attention U-Net for lesion segmentation","","","","10.48550/arXiv.1810.07842","http://arxiv.org/abs/1810.07842","We propose a generalized focal loss function based on the Tversky index to address the issue of data imbalance in medical image segmentation. Compared to the commonly used Dice loss, our loss function achieves a better trade off between precision and recall when training on small structures such as lesions. To evaluate our loss function, we improve the attention U-Net model by incorporating an image pyramid to preserve contextual features. We experiment on the BUS 2017 dataset and ISIC 2018 dataset where lesions occupy 4.84% and 21.4% of the images area and improve segmentation accuracy when compared to the standard U-Net by 25.7% and 3.6%, respectively.","2018-10-18","2026-06-11 20:37:06","2026-06-11 20:37:06","2026-06-11 20:37:06","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1810.07842 [cs.CV]","Comment: submitted to 2019 IEEE International Symposium on Biomedical Imaging (ISBI)","C:\Users\singg\Zotero\storage\M9ET3DS4\Abraham and Khan - 2018 - A Novel Focal Tversky loss function with improved Attention U-Net for lesion segmentation.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1810.07842","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPDIBLMJ","preprint","2022","Azad, Reza; Aghdam, Ehsan Khodapanah; Rauland, Amelie; Jia, Yiwei; Avval, Atlas Haddadi; Bozorgpour, Afshin; Karimijafarbigloo, Sanaz; Cohen, Joseph Paul; Adeli, Ehsan; Merhof, Dorit","Medical Image Segmentation Review: The success of U-Net","","","","10.48550/arXiv.2211.14830","http://arxiv.org/abs/2211.14830","Automatic medical image segmentation is a crucial topic in the medical domain and successively a critical counterpart in the computer-aided diagnosis paradigm. U-Net is the most widespread image segmentation architecture due to its ﬂexibility, optimized modular design, and success in all medical image modalities. Over the years, the U-Net model achieved tremendous attention from academic and industrial researchers. Several extensions of this network have been proposed to address the scale and complexity created by medical tasks. Addressing the deﬁciency of the naive U-Net model is the foremost step for vendors to utilize the proper U-Net variant model for their business. Having a compendium of different variants in one place makes it easier for builders to identify the relevant research. Also, for ML researchers it will help them understand the challenges of the biological tasks that challenge the model. To address this, we discuss the practical aspects of the U-Net model and suggest a taxonomy to categorize each network variant. Moreover, to measure the performance of these strategies in a clinical application, we propose fair evaluations of some unique and famous designs on well-known datasets. We provide a comprehensive implementation library with trained models for future research. In addition, for ease of future studies, we created an online list of U-Net papers with their possible ofﬁcial implementation. All information is gathered in https://github.com/NITR098/Awesome-U-Net repository.","2022-11-27","2026-06-11 20:37:08","2026-06-11 20:37:08","2026-06-11 20:37:08","","","","","","","Medical Image Segmentation Review","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2211.14830 [eess.IV]","Comment: Submitted to the IEEE Transactions on Pattern Analysis and Machine Intelligence Journal","C:\Users\singg\Zotero\storage\YT5ETIM2\Azad et al. - 2022 - Medical Image Segmentation Review The success of U-Net.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Electrical Engineering and Systems Science - Image and Video Processing","","","","","","","","","","","","","","","","","","","arXiv:2211.14830","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XFR8R9B","journalArticle","","Jiangtao, Wang; Ruhaiyem, Nur Intan Raihana; Panpan, Fu","A Comprehensive Review of U-Net and Its Variants: Advances and Applications in Medical Image Segmentation","","","","","","Medical images often exhibit low and blurred contrast between lesions and surrounding tissues, with considerable variation in lesion edges and shapes even within the same disease, leading to significant challenges in segmentation. Therefore, precise segmentation of lesions has become an essential prerequisite for patient condition assessment and formulation of treatment plans. Significant achievements have been made in research related to the U-Net model in recent years. It improves segmentation performance and is extensively applied in the semantic segmentation of medical images to offer technical support for consistent quantitative lesion analysis methods. First, this paper classifies medical image datasets on the basis of their imaging modalities and then examines U-Net and its various improvement models from the perspective of structural modifications. The research objectives, innovative designs, and limitations of each approach are discussed in detail. Second, we summarize the four central improvement mechanisms of the U-Net and U-Net variant algorithms: the jump-connection mechanism, residual-connection mechanism, 3D-UNet, and transformer mechanism. Finally, we examine the relationships among the four core enhancement mechanisms and commonly utilized medical datasets and propose potential avenues and strategies for future advancements. This paper provides a systematic summary and reference for researchers in related fields, and we look forward to designing more efficient and stable medical image segmentation network models based on the U-Net network.","","2026-06-11 20:37:10","2026-06-11 20:37:10","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\singg\Zotero\storage\BKHUXTMK\Jiangtao et al. - A Comprehensive Review of U-Net and Its Variants Advances and Applications in Medical Image Segment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WT7WC8LN","journalArticle","2024","Rahmawati, Dwi; Fariz, Trida Ridho","Kajian Kapasitas Masyarakat dalam Menghadapi Dampak Perubahan Iklim Berbasis Pendekatan Penghidupan Berkelanjutan di Wilayah Pesisir Kota Semarang","Desa-Kota","","2656-5528","10.20961/desa-kota.v6i2.86007.150-161","https://jurnal.uns.ac.id/jdk/article/view/86007","Climate change has a significant impact on people's lives. Hydrometeorological disasters, which are a consequence of climate change, occur worldwide, including in Indonesia. According to data compiled by National Disaster Management Agency (BNPB) from January to May 2023, there were a total of 1,675 disaster incidents, with hydrometeorological disasters accounting for 99.1% of the total. In response to these disasters, communities utilize their existing resources and access available resources to cope and recover. The objective of this study is to examine the capacity of communities to address and recover from the impacts of climate change, taking into account the resources they possess and have access to. Community capacity is analyzed through a sustainable livelihood approach, which involves identifying five key resources, namely nature, human, financial, social, and physical resources. The Tugurejo area RT 06 RW 1 and RT 07 RW 5 are crucial location due to their high disaster vulnerability and their classification as slum area under the Mayor of Semarang Decree 050/275/2021. The areas were selected because they exhibit a higher disaster potential compared to other areas in Tugurejo Village. Findings of the research indicate that both key areas demonstrate comparatively high scores for human resources and natural resources. Similarities in these areas are attributed to common factors such as topography, physical environment, and accessibility, including access to essential services like healthcare facilities, which have an impact on other aspects. The outcome of this study can be effectively utilized in the development of RPPLH (Environmental Management Plan) to strengthen local initiatives in climate change adaptation and mitigation.","2024-08-30","2026-06-11 20:37:13","2026-06-11 20:37:13","2026-06-11 20:37:13","150","","2","6","","Desa-Kota","","","","","","","","id","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\DTPPB3KS\Rahmawati and Fariz - 2024 - Kajian Kapasitas Masyarakat dalam Menghadapi Dampak Perubahan Iklim Berbasis Pendekatan Penghidupan.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RYVZNPR","journalArticle","2024","Khan, Bakht Alam; Jung, Jin-Woo","Semantic Segmentation of Aerial Imagery Using U-Net with Self-Attention and Separable Convolutions","Applied Sciences","","2076-3417","10.3390/app14093712","https://www.mdpi.com/2076-3417/14/9/3712","This research addresses the crucial task of improving accuracy in the semantic segmentation of aerial imagery, essential for applications such as urban planning and environmental monitoring. This study emphasizes the signiﬁcance of maintaining the Intersection over Union (IOU) score as a metric and employs data augmentation with the Patchify library, using a patch size of 256, to effectively augment the dataset, which is subsequently split into training and testing sets. The core of this investigation lies in a novel architecture that combines a U-Net framework with self-attention mechanisms and separable convolutions. The introduction of self-attention mechanisms enhances the model’s understanding of image context, while separable convolutions expedite the training process, contributing to overall efﬁciency. The proposed model demonstrates a substantial accuracy improvement, surpassing the previous state-of-the-art Dense Plus U-Net, achieving an accuracy of 91% compared to the former’s 86%. Visual representations, including original patch images, original masked patches, and predicted patch masks, showcase the model’s proﬁciency in semantic segmentation, marking a signiﬁcant advancement in aerial image analysis and underscoring the importance of innovative architectural elements for enhanced accuracy and efﬁciency in such tasks.","2024-04-26","2026-06-11 20:37:15","2026-06-11 20:37:15","2026-06-11 20:37:15","3712","","9","14","","Applied Sciences","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\SQG2WYFK\Khan and Jung - 2024 - Semantic Segmentation of Aerial Imagery Using U-Net with Self-Attention and Separable Convolutions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48PQZMN7","journalArticle","2023","Lv, Jinna; Shen, Qi; Lv, Mingzheng; Li, Yiran; Shi, Lei; Zhang, Peiying","Deep learning-based semantic segmentation of remote sensing images: a review","Frontiers in Ecology and Evolution","","2296-701X","10.3389/fevo.2023.1201125","https://www.frontiersin.org/articles/10.3389/fevo.2023.1201125/full","Semantic segmentation is a fundamental but challenging problem of pixel-level remote sensing (RS) data analysis. Semantic segmentation tasks based on aerial and satellite images play an important role in a wide range of applications. Recently, with the successful applications of deep learning (DL) in the computer vision (CV) field, more and more researchers have introduced and improved DL methods to the task of RS data semantic segmentation and achieved excellent results. Although there are a large number of DL methods, there remains a deficiency in the evaluation and advancement of semantic segmentation techniques for RS data. To solve the problem, this paper surveys more than 100 papers in this field in the past 5 years and elaborates in detail on the aspects of technical framework classification discussion, datasets, experimental evaluation, research challenges, and future research directions. Different from several previously published surveys, this paper first focuses on comprehensively summarizing the advantages and disadvantages of techniques and models based on the important and difficult points. This research will help beginners quickly establish research ideas and processes in this field, allowing them to focus on algorithm innovation without paying too much attention to datasets, evaluation indicators, and research frameworks.","2023-07-14","2026-06-11 20:37:18","2026-06-11 20:37:18","2026-06-11 20:37:18","1201125","","","11","","Front. Ecol. Evol.","Deep learning-based semantic segmentation of remote sensing images","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\TT9Z8EFX\Lv et al. - 2023 - Deep learning-based semantic segmentation of remote sensing images a review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MNV38QT","journalArticle","2024","Toma, Andrei; Șandric, Ionuț; Mihai, Bogdan-Andrei","Flooded area detection and mapping from Sentinel-1 imagery. Complementary approaches and comparative performance evaluation","European Journal of Remote Sensing","","2279-7254","10.1080/22797254.2024.2414004","https://www.tandfonline.com/doi/full/10.1080/22797254.2024.2414004","The current study assesses the performance of several machine learning (ML) and deep learning (DL) models for detecting and mapping floods using Sentinel-1 SAR imagery. Three distinct approaches were used: pixel classification, object-based image analysis and object instance segmentation. The ML models are Random Forest, and Support Vector Machine and the DL models are U-NET, DeepLabV3 and Mask RCNN. Five different case studies were selected to test the models’ scalability. These areas are in Romania (Prut River, at the border between Romania, the Republic of Moldova and Ukraine, Timiș River, and Râul Negru River), the United States of America (Missouri River) and Australia (Broughton Creek). For each flood, five Sentinel1 images were used, four collected before the flood and one collected after the flood. The intensity images were stacked and scaled in the range of the intensity thresholds associated with water and non-water so that all the case studies have the same margins for intensity. Samples of water, vegetation, agricultural fields, and bare soil were collected only from the Prut River case study and used in the training process. Out of all models, the U-Net model returned the highest accuracy with a value for Intersect over Union of 0.763 for a tile size of 128x128 pixels.","2024-12-31","2026-06-11 20:37:20","2026-06-11 20:37:20","2026-06-11 20:37:20","2414004","","1","57","","European Journal of Remote Sensing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\5LZRMIXW\Toma et al. - 2024 - Flooded area detection and mapping from Sentinel-1 imagery. Complementary approaches and comparative.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YG6GAIFI","journalArticle","2026","Shokati, Hadi; Seufferheld, Kay D.; Fiener, Peter; Scholten, Thomas","Rapid flood mapping from aerial imagery using fine-tuned SAM and ResNet-backboned U-Net","Hydrology and Earth System Sciences","","1607-7938","10.5194/hess-30-743-2026","https://hess.copernicus.org/articles/30/743/2026/","Abstract. Flooding is a major natural hazard that requires a rapid response to minimize the loss of life and property and to facilitate damage assessment. Aerial imagery, especially images from unmanned aerial vehicles (UAVs) and helicopters, plays a crucial role in identifying areas affected by flooding. Therefore, developing an efficient model for rapid flood mapping is essential. In this study, we present two segmentation approaches for the mapping of flood-affected areas: (1) a fine-tuned Segment Anything Model (SAM), comparing the performance of point prompts versus bounding box prompts, and (2) a U-Net model with ResNet-50 and ResNet-101 as pre-trained backbones. Our results showed that the fine-tuned SAM performed best in segmenting floods with point prompts (Accuracy: 0.96, IoU: 0.90), while bounding box prompts led to a significant drop (Accuracy: 0.82, IoU: 0.67). This is because flood images often cover the image from edge to edge, making bounding box prompts less effective at capturing boundary details. For the U-Net model, the ResNet-50 backbone yielded an accuracy of 0.87 and an IoU of 0.72. Performance improved slightly with the ResNet-101 backbone, achieving an accuracy of 0.88 and an IoU of 0.74. This improvement can be attributed to the deeper architecture of ResNet-101, which allows more complex and detailed features to be extracted, improving U-Net's ability to segment flood-affected areas accurately. The results of this study will help emergency response teams identify flood-affected areas more quickly and accurately. In addition, these models could serve as valuable tools for insurance companies when assessing damage. Moreover, the segmented flood images generated by these models can serve as training data for other machine learning models, creating a pipeline for more advanced flood analysis and prediction systems.","2026-02-09","2026-06-11 20:37:23","2026-06-11 20:37:23","2026-06-11 20:37:23","743-756","","3","30","","Hydrol. Earth Syst. Sci.","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\YQNYXPYH\Shokati et al. - 2026 - Rapid flood mapping from aerial imagery using fine-tuned SAM and ResNet-backboned U-Net.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AEVMFGY","journalArticle","2024","Jiang, Jionghui; Feng, Xi'an; Huang, Hui","Semantic segmentation of remote sensing images based on dual‐channel attention mechanism","IET Image Processing","","1751-9659, 1751-9667","10.1049/ipr2.13101","https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/ipr2.13101","Due to the inadequate utilization of data correlation and complementarity in the feature extraction process of multimodal remote sensing images, the paper proposes a deep learning semantic segmentation algorithm based on the Dual Channel Attention Mechanism (DCAM). This algorithm uses U-Net as the backbone, combining the RGB remote sensing image as one input channel with the Convolutional Block Attention Module to extract colour space features. Simultaneously, it utilizes near-infrared (NIR) as another input channel with the Self-Attention Module (SAM) to extract shape space features. Finally, by concatenating the multi-scale attention features of the RGB remote sensing image channel and the NIR remote sensing image channel, it achieves the correlation and complementarity of contextual features between the two modal remote sensing images. Experimental results on the GID-15 dataset demonstrate that the DCAM algorithm signiﬁcantly improves the segmentation accuracy, edge segmentation quality, and object segmentation integrity for various types of targets compared to current mainstream segmentation methods.","2024-07","2026-06-11 20:37:26","2026-06-11 20:37:26","2026-06-11 20:37:26","2346-2356","","9","18","","IET Image Processing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\FTLTZTJ8\Jiang et al. - 2024 - Semantic segmentation of remote sensing images based on dual‐channel attention mechanism.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQITRCWS","journalArticle","2023","Andrew, Ogbaje; Apan, Armando; Paudyal, Dev Raj; Perera, Kithsiri","Convolutional Neural Network-Based Deep Learning Approach for Automatic Flood Mapping Using NovaSAR-1 and Sentinel-1 Data","ISPRS International Journal of Geo-Information","","2220-9964","10.3390/ijgi12050194","https://www.mdpi.com/2220-9964/12/5/194","The accuracy of most SAR-based ﬂood classiﬁcation and segmentation derived from semiautomated algorithms is often limited due to complicated radar backscatter. However, deep learning techniques, now widely applied in image classiﬁcations, have demonstrated excellent potential for mapping complex scenes and improving ﬂood mapping accuracy. Therefore, this study aims to compare the image classiﬁcation accuracy of three convolutional neural network (CNN)-based encoder–decoders (i.e., U-Net, PSPNet and DeepLapV3) by leveraging the end-to-end ArcGIS Pro workﬂow. A speciﬁc objective of this method consists of labelling and training each CNN model separately on publicly available dual-polarised pre-ﬂood data (i.e., Sentinel-1 and NovaSAR-1) based on the ResNet convolutional backbone via a transfer learning approach. The neural network results were evaluated using multiple model training trials, validation loss, training loss and confusion matrix from test datasets. During testing on the post-ﬂood data, the results revealed that U-Net marginally outperformed the other models. In this study, the overall accuracy and F1-score reached 99% and 98% on the test data, respectively. Interestingly, the segmentation results showed less use of manual cleaning, thus encouraging the use of open-source image data for the rapid, accurate and continuous monitoring of ﬂoods using the CNN-based approach.","2023-05-08","2026-06-11 20:37:28","2026-06-11 20:37:28","2026-06-11 20:37:28","194","","5","12","","IJGI","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\E9J4K644\Andrew et al. - 2023 - Convolutional Neural Network-Based Deep Learning Approach for Automatic Flood Mapping Using NovaSAR-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDM3FPZJ","journalArticle","2025","Sahragard, Effat; Farsi, Hassan; Mohamadzadeh, Sajad","Advancing semantic segmentation: Enhanced UNet algorithm with attention mechanism and deformable convolution","PLOS ONE","","1932-6203","10.1371/journal.pone.0305561","https://dx.plos.org/10.1371/journal.pone.0305561","This paper presents a novel method for improving semantic segmentation performance in computer vision tasks. Our approach utilizes an enhanced UNet architecture that leverages an improved ResNet50 backbone. We replace the last layer of ResNet50 with deformable convolution to enhance feature representation. Additionally, we incorporate an attention mechanism, specifically ECA-ASPP (Attention Spatial Pyramid Pooling), in the encoding path of UNet to capture multi-scale contextual information effectively. In the decoding path of UNet, we explore the use of attention mechanisms after concatenating low-level features with high-level features. Specifically, we investigate two types of attention mechanisms: ECA (Efficient Channel Attention) and LKA (Large Kernel Attention). Our experiments demonstrate that incorporating attention after concatenation improves segmentation accuracy. Furthermore, we compare the performance of ECA and LKA modules in the decoder path. The results indicate that the LKA module outperforms the ECA module. This finding highlights the importance of exploring different attention mechanisms and their impact on segmentation performance. To evaluate the effectiveness of the proposed method, we conduct experiments on benchmark datasets, including Stanford and Cityscapes, as well as the newly introduced WildPASS and DensPASS datasets. Based on our experiments, the proposed method achieved state-of-the-art results including mIoU 85.79 and 82.25 for the Stanford dataset, and the Cityscapes dataset, respectively. The results demonstrate that our proposed method performs well on these datasets, achieving state-of-the-art results with high segmentation accuracy.","2025-01-16","2026-06-11 20:37:30","2026-06-11 20:37:30","2026-06-11 20:37:30","e0305561","","1","20","","PLoS ONE","Advancing semantic segmentation","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\48FIIUB6\Sahragard et al. - 2025 - Advancing semantic segmentation Enhanced UNet algorithm with attention mechanism and deformable con.pdf","","","","Agudo, Antonio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMQ5VPQI","journalArticle","2024","Nazzal, Wasfieh; Thurnhofer-Hemsi, Karl; López-Rubio, Ezequiel","Improving Medical Image Segmentation Using Test-Time Augmentation with MedSAM","Mathematics","","2227-7390","10.3390/math12244003","https://www.mdpi.com/2227-7390/12/24/4003","Medical image segmentation is crucial for diagnostics and treatment planning, yet traditional methods often struggle with the variability of real-world clinical data. Deep learning models, like the Segment Anything Model (SAM), have been proposed as a powerful tool that helps to delimit regions using a prompt. This work proposes a methodology to improve the quality of the segmentation by integrating test-time augmentation (TTA) with the SAM for medical applications (MedSAM) by using random circular shifts, addressing challenges such as misalignments and imaging variability. The method generates several input variations during inference that are combined after, improving robustness and segmentation accuracy without requiring retraining. Evaluated across diverse computed tomography (CT) datasets, including Medical Segmentation Decathlon (MSD), KiTS, and COVID-19-20, the proposed method demonstrated consistent improvements in Dice Similarity Coefficient (DSC) and Normalized Surface Dice (NSD) metrics. The highest performances were 93.6% DSC and 97% NSD. Notably, it achieved superior boundary precision and surface alignment in complex regions like the pancreas and colon, outperforming baseline models, including MedSAM and DeepLabv3+. The approach is computationally feasible, leveraging a balance of augmentation intensity and segmentation accuracy.","2024-12-20","2026-06-11 20:37:32","2026-06-11 20:37:32","2026-06-11 20:37:32","4003","","24","12","","Mathematics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\84KFUXAX\Nazzal et al. - 2024 - Improving Medical Image Segmentation Using Test-Time Augmentation with MedSAM.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZJNBULU","preprint","2024","Simantiris, Georgios; Panagiotakis, Costas","Unsupervised Color Based Flood Segmentation in UAV Imagery","","","","10.20944/preprints202404.1049.v1","https://www.preprints.org/manuscript/202404.1049/v1","We propose a novel unsupervised semantic segmentation method for fast and accurate flood area detection utilizing color images acquired from Unmanned Aerial Vehicles (UAVs). To the best of our knowledge, this is the first fully unsupervised method for flood area segmentation in color images captured by UAVs, without the need of pre-disaster images. The proposed framework addresses the problem of flood segmentation based on parameter-free calculated masks and unsupervised image analysis techniques. First, a fully unsupervised algorithm gradually excludes areas classified as non-flood utilizing calculated masks over each component of the LAB colorspace, as well an RGB vegetation index and the detected edges of the original image. Unsupervised image analysis techniques, such as distance transform, are then applied, producing a probability map for the location of flooded areas. Finally, flood detection is obtained by applying the hysteresis thresholding segmentation. The proposed method is tested and compared with variations, and other supervised methods in two public datasets, consisting of 953 color images in total, yielding high-performance results, with 87.4% and 80.9% overall accuracy and F1-Score, respectively. The results and computational efficiency of the proposed method show that it is suitable for on board data execution and decision-making during UAVs flight.","2024-04-16","2026-06-11 20:37:35","2026-06-11 20:37:35","2026-06-11 20:37:35","","","","","","","","","","","","Computer Science and Mathematics","","en","http://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\AFFVNH8B\Simantiris and Panagiotakis - 2024 - Unsupervised Color Based Flood Segmentation in UAV Imagery.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKTA2X99","journalArticle","2021","Kim, Junwoo; Kim, Hwisong; Jeon, Hyungyun; Jeong, Seung-Hwan; Song, Juyoung; Vadivel, Suresh Krishnan Palanisamy; Kim, Duk-jin","Synergistic Use of Geospatial Data for Water Body Extraction from Sentinel-1 Images for Operational Flood Monitoring across Southeast Asia Using Deep Neural Networks","Remote Sensing","","2072-4292","10.3390/rs13234759","https://www.mdpi.com/2072-4292/13/23/4759","Deep learning is a promising method for image classiﬁcation, including satellite images acquired by various sensors. However, the synergistic use of geospatial data for water body extraction from Sentinel-1 data using deep learning and the applicability of existing deep learning models have not been thoroughly tested for operational ﬂood monitoring. Here, we present a novel water body extraction model based on a deep neural network that exploits Sentinel-1 data and ﬂood-related geospatial datasets. For the model, the U-Net was customised and optimised to utilise Sentinel-1 data and other ﬂood-related geospatial data, including digital elevation model (DEM), Slope, Aspect, Proﬁle Curvature (PC), Topographic Wetness Index (TWI), Terrain Ruggedness Index (TRI), and Buffer for the Southeast Asia region. Testing and validation of the water body extraction model was applied to three Sentinel-1 images for Vietnam, Myanmar, and Bangladesh. By segmenting 384 Sentinel-1 images, model performance and segmentation accuracy for all of the 128 cases that the combination of stacked layers had determined were evaluated following the types of combined input layers. Of the 128 cases, 31 cases showed improvement in Overall Accuracy (OA), and 19 cases showed improvement in both averaged intersection over union (IOU) and F1 score for the three Sentinel-1 images segmented for water body extraction. The averaged OA, IOU, and F1 scores of the ‘Sentinel-1 VV’ band are 95.77, 80.35, and 88.85, respectively, whereas those of ‘band combination VV, Slope, PC, and TRI’ are 96.73, 85.42, and 92.08, showing improvement by exploiting geospatial data. Such improvement was further veriﬁed with water body extraction results for the Chindwin river basin, and quantitative analysis of ‘band combination VV, Slope, PC, and TRI’ showed an improvement of the F1 score by 7.68 percent compared to the segmentation output of the ‘Sentinel-1 VV’ band. Through this research, it was demonstrated that the accuracy of deep learning-based water body extraction from Sentinel-1 images can be improved up to 7.68 percent by employing geospatial data. To the best of our knowledge, this is the ﬁrst work of research that demonstrates the synergistic use of geospatial data in deep learning-based water body extraction over wide areas. It is anticipated that the results of this research could be a valuable reference when deep neural networks are applied for satellite image segmentation for operational ﬂood monitoring and when geospatial layers are employed to improve the accuracy of deep learning-based image segmentation.","2021-11-24","2026-06-11 20:37:37","2026-06-11 20:37:37","2026-06-11 20:37:37","4759","","23","13","","Remote Sensing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\GXAMPUND\Kim et al. - 2021 - Synergistic Use of Geospatial Data for Water Body Extraction from Sentinel-1 Images for Operational.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCGMCVSN","journalArticle","2022","Hernández, Daniel; Cecilia, José M.; Cano, Juan-Carlos; Calafate, Carlos T.","Flood Detection Using Real-Time Image Segmentation from Unmanned Aerial Vehicles on Edge-Computing Platform","Remote Sensing","","2072-4292","10.3390/rs14010223","https://www.mdpi.com/2072-4292/14/1/223","With the proliferation of unmanned aerial vehicles (UAVs) in different contexts and application areas, efforts are being made to endow these devices with enough intelligence so as to allow them to perform complex tasks with full autonomy. In particular, covering scenarios such as disaster areas may become particularly difﬁcult due to infrastructure shortage in some areas, often impeding a cloud-based analysis of the data in near-real time. Enabling AI techniques at the edge is therefore fundamental so that UAVs themselves can both capture and process information to gain an understanding of their context, and determine the appropriate course of action in an independent manner. Towards this goal, in this paper, we take determined steps towards UAV autonomy in a disaster scenario such as a ﬂood. In particular, we use a dataset of UAV images relative to different ﬂoods taking place in Spain, and then use an AI-based approach that relies on three widely used deep neural networks (DNNs) for semantic segmentation of images, to automatically determine the regions more affected by rains (ﬂooded areas). The targeted algorithms are optimized for GPU-based edge computing platforms, so that the classiﬁcation can be carried out on the UAVs themselves, and only the algorithm output is uploaded to the cloud for real-time tracking of the ﬂooded areas. This way, we are able to reduce dependency on infrastructure, and to reduce network resource consumption, making the overall process greener and more robust to connection disruptions. Experimental results using different types of hardware and different architectures show that it is feasible to perform advanced real-time processing of UAV images using sophisticated DNN-based solutions.","2022-01-04","2026-06-11 20:37:39","2026-06-11 20:37:39","2026-06-11 20:37:39","223","","1","14","","Remote Sensing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\TIC89S3G\Hernández et al. - 2022 - Flood Detection Using Real-Time Image Segmentation from Unmanned Aerial Vehicles on Edge-Computing P.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
